iter	nbdead_n1	nbdead_n10	nbTreefall1	nbTreefall10
1021	345.12	0.32	0	0
1022	307.68	0.48	0	0
1023	237.28	0.64	0	0
1024	195.52	0.64	0	0
1025	176.96	0.8	0	0
1026	159.2	0	0	0
1027	179.52	0.64	0	0
1028	214.24	0.16	0	0
1029	238.24	0.16	0	0
1030	323.84	0.32	0	0
1031	392.48	0.64	0	0
1032	369.12	0.32	0	0
1033	362.24	0.48	0	0
1034	296.96	0.8	0	0
1035	244.16	0.96	0	0
1036	200.64	0.48	0	0
1037	170.56	0.32	0	0
1038	156.16	0.16	0	0
1039	170.88	0.16	0	0
1040	211.2	0.64	0	0
1041	248.8	0.32	0	0
1042	317.44	0.48	0	0
1043	378.56	0.32	0	0
1044	382.72	0	0	0
1045	356.32	0.16	0	0
1046	314.88	0.48	0	0
1047	254.08	0.32	0	0
1048	200.96	0.16	0	0
1049	162.72	0.16	0	0
1050	158.56	0.16	0	0
1051	176.16	0.8	0	0
1052	205.92	0.48	0	0
1053	244	0.32	0	0
1054	329.92	0.64	0	0
1055	365.76	0.64	0	0
1056	387.52	0.8	0	0
1057	359.36	0.16	0	0
1058	302.24	0.96	0	0
1059	243.36	0.48	0	0
1060	207.04	0.32	0	0
1061	180.48	0.32	0	0
1062	159.2	0.32	0	0
1063	182.72	0.48	0	0
1064	207.2	0.32	0	0
1065	247.04	0	0	0
1066	316	0.64	0	0
1067	373.6	0.48	0	0
1068	386.24	0.32	0	0
1069	348.8	0.16	0	0
1070	298.56	0.64	0	0
1071	262.56	0.8	0	0
1072	192.16	0.16	0	0
1073	162.72	0.16	0	0
1074	176	0.64	0	0
1075	176	0.32	0	0
1076	206.08	0.64	0	0
1077	240.16	0.32	0	0
1078	323.36	0.32	0	0
1079	374.72	0.32	0	0
1080	380.16	0.64	0	0
1081	358.88	0.16	0	0
1082	293.12	0.48	0	0
1083	252.48	0.48	0	0
1084	200.96	0.48	0	0
1085	161.28	0.16	0	0
1086	163.2	0.16	0	0
1087	175.2	0.32	0	0
1088	218.72	0.32	0	0
1089	250.72	0.16	0	0
1090	325.28	0.16	0	0
1091	384	0.32	0	0
1092	374.56	0.16	0	0
1093	369.44	0.8	0	0
1094	300.96	0.16	0	0
1095	249.76	0.32	0	0
1096	185.6	0.32	0	0
1097	167.04	0.32	0	0
1098	159.52	0.48	0	0
1099	168.32	0.32	0	0
1100	213.12	0.48	0	0
1101	237.28	0.48	0	0
1102	332.64	1.28	0	0
1103	360.8	0.32	0	0
1104	392.16	0.48	0	0
1105	360.32	0.16	0	0
1106	307.04	0.64	0	0
1107	254.4	0.32	0	0
1108	185.92	0.32	0	0
1109	169.76	0.32	0	0
1110	159.2	0.16	0	0
1111	182.72	0.48	0	0
1112	209.28	0.32	0	0
1113	254.08	0.64	0	0
1114	324.32	0.16	0	0
1115	382.72	0.64	0	0
1116	383.68	0.64	0	0
1117	356.32	0.48	0	0
1118	295.68	0.32	0	0
1119	240.64	0	0	0
1120	207.68	0.16	0	0
1121	165.76	0.32	0	0
1122	170.72	0.16	0	0
1123	181.6	0	0	0
1124	203.52	0.32	0	0
1125	247.36	0.32	0	0
1126	324.8	0.48	0	0
1127	374.4	0.48	0	0
1128	380.48	0	0	0
1129	358.08	0.32	0	0
1130	309.12	0.8	0	0
1131	239.36	0.16	0	0
1132	198.56	0	0	0
1133	168.8	0.48	0	0
1134	163.52	0.16	0	0
1135	163.68	0.64	0	0
1136	196.32	0.8	0	0
1137	243.68	0.32	0	0
1138	332.32	0.16	0	0
1139	377.44	0.48	0	0
1140	376.32	0.32	0	0
1141	349.28	0.32	0	0
1142	298.88	0.32	0	0
1143	250.08	0	0	0
1144	197.44	0.16	0	0
1145	166.56	0.16	0	0
1146	165.28	0.16	0	0
1147	171.04	0.16	0	0
1148	209.76	0.16	0	0
1149	245.12	0.64	0	0
1150	333.92	0.64	0	0
1151	367.36	0.32	0	0
1152	381.44	0.8	0	0
1153	355.52	0.48	0	0
1154	307.36	0.48	0	0
1155	248.32	1.12	0	0
1156	206.56	0.16	0	0
1157	161.92	0.32	0	0
1158	155.04	0	0	0
1159	171.52	0.48	0	0
1160	200.8	0.32	0	0
1161	238.4	0.32	0	0
1162	326.88	0.16	0	0
1163	383.04	0.16	0	0
1164	379.2	0.16	0	0
1165	354.24	0.48	0	0
1166	314.08	0.48	0	0
1167	252.96	0.48	0	0
1168	200	0.96	0	0
1169	165.92	0.32	0	0
1170	169.92	0.32	0	0
1171	183.04	0.48	0	0
1172	200	0.32	0	0
1173	243.04	0.48	0	0
1174	318.72	0.16	0	0
1175	387.52	0.32	0	0
1176	373.44	0.16	0	0
1177	347.04	0	0	0
1178	291.68	0.16	0	0
1179	248.96	0.48	0	0
1180	204.16	0.32	0	0
1181	175.84	0	0	0
1182	160	0.48	0	0
1183	176.64	0.64	0	0
1184	205.92	0.32	0	0
1185	247.04	0.16	0	0
1186	322.08	0.64	0	0
1187	378.4	0.64	0	0
1188	380.8	0.16	0	0
1189	357.92	0.8	0	0
1190	287.36	0.64	0	0
1191	244.48	0.64	0	0
1192	196.8	0.16	0	0
1193	170.08	0.16	0	0
1194	165.76	0.16	0	0
1195	179.84	0.96	0	0
1196	206.88	0.32	0	0
1197	245.44	0.48	0	0
1198	325.76	0.32	0	0
1199	370.24	0.64	0	0
