iter	wsg	dbh	basal	dr
1199	0.535209	0.0240661	0.00604228	0.00604228
1199	0.535209	0.0594431	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.0256965	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0666643	0.00604228	0.00604228
1199	0.535209	0.0195332	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.436602	0.00604228	0.00604228
1199	0.535209	0.0418603	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.470328	0.00604228	0.00604228
1199	0.535209	0.0770805	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00631393	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0601403	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0221755	0.00604228	0.00604228
1199	0.535209	0.0873629	0.00604228	0.00604228
1199	0.535209	0.0173163	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.243982	0.00604228	0.00604228
1199	0.535209	0.0491177	0.00604228	0.00604228
1199	0.535209	0.0524382	0.00604228	0.00604228
1199	0.535209	0.00635713	0.00604228	0.00604228
1199	0.535209	0.028445	0.00604228	0.00604228
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0223799	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00595524	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00502122	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0144073	0.00604228	0.00604228
1199	0.535209	0.00635688	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.438542	0.00604228	0.00604228
1199	0.535209	0.0814092	0.00604228	0.00604228
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.241299	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.00503417	0.00604228	12.006
1199	0.535209	0.00570518	0.00604228	0.00604228
1199	0.535209	0.00535088	0.00604228	0.00604228
1199	0.535209	0.0205962	0.00604228	0.00604228
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00612626	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0597266	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	12.006
1199	0.535209	0.0357993	0.00604228	0.00604228
1199	0.535209	0.0352923	0.00604228	0.00604228
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.535209	0.0696518	0.00604228	0.00604228
1199	0.535209	0.00996823	0.00604228	0.00604228
1199	0.535209	0.00846181	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.0201052	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0340103	0.00604228	0.00604228
1199	0.535209	0.00515983	0.00604228	0.00604228
1199	0.535209	0.0496646	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.00504839	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0899652	0.00604228	0.00604228
1199	0.535209	0.111876	0.00604228	0.00604228
1199	0.573925	0.005	0.00553897	12.0055
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.535209	0.0415174	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0795852	0.00604228	0.00604228
1199	0.535209	0.0193935	0.00604228	0.00604228
1199	0.535209	0.00860423	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0570136	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0380457	0.00604228	0.00604228
1199	0.535209	0.0325187	0.00604228	0.00604228
1199	0.535209	0.0412414	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00757537	0.00604228	0.00604228
1199	0.535209	0.00623022	0.00604228	0.00604228
1199	0.535209	0.0246774	0.00604228	0.00604228
1199	0.535209	0.035457	0.00604228	0.00604228
1199	0.535209	0.0135611	0.00604228	0.00604228
1199	0.535209	0.00503664	0.00604228	12.006
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.462087	0.00604228	0.00604228
1199	0.535209	0.109769	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00503587	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0213109	0.00604228	0.00604228
1199	0.535209	0.0225091	0.00604228	0.00604228
1199	0.535209	0.0368898	0.00604228	0.00604228
1199	0.535209	0.00627254	0.00604228	0.00604228
